customer_id,trans_date
CS3845,12-Nov-14
CS2558,13-Sep-12
CS2502,08-Apr-14
CS4881,15-Nov-12
CS2479,07-Jan-15
CS4801,26-May-14
CS2542,02-Jun-13
CS1162,25-Feb-15
CS2702,28-Apr-14
CS2834,11-Oct-11
CS2250,20-Mar-12
CS4734,19-Jun-14
CS5854,02-Jan-15
CS2526,07-Jun-14
CS6043,19-Sep-13
CS2773,22-Aug-14
CS2094,13-Jul-13
CS4972,12-Jul-13
CS3276,19-Aug-12
CS4368,13-Jul-14
CS1758,10-Jan-15
CS2293,28-Jul-13
CS4817,06-Mar-15
CS4450,04-Oct-14
CS1267,09-Jun-11
CS1200,09-Sep-11
CS2243,08-Jul-13
CS3861,10-Aug-13
CS4120,17-Apr-12
CS1373,04-May-12
CS2018,05-Jul-11
CS5498,24-Oct-12
CS2855,28-May-12
CS1297,24-Jan-12
CS5800,10-Dec-13
CS3389,23-Sep-11
CS4606,11-Mar-12
CS1634,29-Jun-14
CS5526,03-Jun-14
CS1938,01-Jul-11
CS1293,11-Dec-14
CS2627,11-Jul-14
CS1197,02-Feb-13
CS6107,25-Dec-13
CS1748,02-Jan-14
CS4945,20-Feb-12
CS5376,24-Jun-14
CS2264,30-Jan-13
CS5965,01-Jun-12
CS4905,19-Dec-14
CS5022,13-Nov-12
CS2116,01-Aug-11
CS3620,28-Jun-12
CS4851,24-Sep-13
CS2154,13-Nov-13
CS1114,31-Aug-14
CS1625,29-Aug-11
CS4724,21-Mar-13
CS3415,22-Nov-14
CS2250,14-Jan-14
CS5853,23-Jun-11
CS5943,29-Mar-13
CS6087,08-Jun-11
CS1356,19-Sep-11
CS3833,23-May-12
CS2681,28-Dec-13
CS5541,20-Jun-14
CS3389,28-Aug-14
CS5609,25-Oct-13
CS2587,20-Nov-13
CS5097,16-Mar-14
CS5608,07-May-13
CS3464,16-Nov-14
CS6101,19-Nov-13
CS5565,27-Jun-14
CS2580,17-Jun-12
CS3967,22-Nov-14
CS5046,11-Jan-12
CS2598,20-Feb-13
CS1251,03-Sep-13
CS5141,14-Jul-14
CS1567,20-Apr-14
CS3814,25-Jul-11
CS1166,12-Jul-11
CS2590,19-Jun-13
CS4817,12-Dec-11
CS1141,06-May-14
CS2456,26-Nov-11
CS4608,18-May-13
CS1532,18-Sep-12
CS2419,23-Mar-13
CS1802,15-Apr-12
CS2284,01-Jun-13
CS4033,22-Sep-11
CS5048,27-Sep-11
CS5584,20-Dec-12
CS5082,11-Oct-12
CS2754,10-Apr-13
CS2173,09-Oct-13
CS4585,01-Jan-13
CS3662,27-May-12
CS1974,09-Jul-13
CS5670,03-Aug-11
CS4404,22-Mar-12
CS2778,25-Jul-12
CS2333,13-Jul-11
CS4126,09-Mar-14
CS4152,05-Aug-11
CS4372,09-Jan-13
CS3832,09-Nov-11
CS5865,03-Nov-13
CS1842,23-Jan-15
CS1458,21-Feb-15
CS1864,30-Dec-12
CS2214,31-Aug-13
CS3805,04-Mar-14
CS3045,16-Jan-15
CS5146,01-Jan-12
CS3047,18-Oct-11
CS3842,04-Jun-11
CS2756,03-Dec-12
CS3468,08-Aug-14
CS4348,17-Jun-11
CS2735,25-Apr-12
CS2055,01-Jun-14
CS1401,07-Jun-13
CS1670,05-Jul-11
CS2797,24-May-13
CS1373,31-Jul-13
CS5869,17-Jul-12
CS1180,27-Nov-13
CS5261,27-Jan-15
CS1652,01-Dec-14
CS5885,20-Oct-12
CS2306,17-Dec-11
CS2510,30-Nov-14
CS2520,28-Feb-15
CS4098,06-Feb-14
CS5885,22-Feb-14
CS1575,08-Dec-12
CS1927,10-Jan-12
CS2216,10-Aug-14
CS4929,25-Oct-12
CS4572,01-Jul-11
CS4665,06-Jan-12
CS3767,16-Jun-11
CS3948,10-Dec-11
CS5729,23-Oct-14
CS4828,22-Apr-14
CS5876,06-Nov-12
CS1550,07-Nov-12
CS5461,17-Mar-12
CS1595,22-Feb-14
CS1382,19-Sep-11
CS4005,03-Apr-14
CS2619,10-May-12
CS5948,05-May-12
CS5446,15-Oct-14
CS4015,09-Jun-11
CS2147,19-Jul-11
CS5807,27-Oct-14
CS3131,19-Jan-12
CS2680,29-May-13
CS4001,17-Oct-11
CS4691,11-Aug-13
CS4725,22-Mar-14
CS2274,30-May-11
CS5405,06-Jul-14
CS3662,15-Feb-14
CS3702,14-Apr-12
CS3041,30-Jan-15
CS5365,16-Aug-11
CS5329,23-Nov-11
CS1703,06-Jan-15
CS4344,30-Aug-14
CS2700,18-Jan-13
CS1367,16-Jul-11
CS4972,26-Oct-13
CS5942,05-Nov-12
CS4570,24-Oct-14
CS1450,23-Mar-14
CS2508,29-Sep-12
CS2344,31-Jul-12
CS5675,24-Dec-13
CS1917,28-May-13
CS3342,10-Nov-14
CS4748,20-Apr-14
CS1931,06-Jan-13
CS5730,21-Sep-13
CS4472,19-Feb-14
CS3746,02-Jan-15
CS3165,25-Mar-13
CS1169,23-Feb-14
CS1287,16-Jul-11
CS3324,01-Sep-11
CS3243,29-May-11
CS4676,04-Mar-15
CS5865,12-Sep-12
CS1468,14-Nov-12
CS1509,13-Dec-11
CS5377,28-Feb-12
CS1268,28-Oct-14
CS3743,03-Aug-11
CS5899,06-Nov-13
CS2359,24-Dec-11
CS3432,20-Aug-13
CS1710,17-Jul-12
CS3852,01-Jul-13
CS1517,01-Mar-14
CS1187,18-Apr-12
CS1544,27-Dec-14
CS4504,23-Apr-13
CS5962,07-Apr-14
CS1947,29-May-14
CS2117,07-Mar-12
CS5383,27-Jul-11
CS2821,14-Apr-14
CS5091,26-Dec-11
CS2195,13-Dec-11
CS2153,23-Jan-12
CS2391,03-Jan-14
CS2449,28-Mar-14
CS4094,12-Jan-12
CS5222,20-Jan-14
CS5236,02-Oct-14
CS4710,06-Nov-11
CS5857,17-Jul-13
CS1395,01-Sep-11
CS3860,24-Jan-14
CS2781,13-Nov-11
CS3296,13-Jul-14
CS1919,25-Sep-13
CS3065,16-Jan-13
CS2265,28-Sep-13
CS5538,03-Nov-13
CS4544,04-Aug-12
CS3119,06-Dec-14
CS5183,21-Jan-14
CS5901,22-Oct-14
CS4653,03-Jul-14
CS4338,04-Oct-13
CS3324,03-Jan-13
CS5297,16-Nov-12
CS5378,15-Feb-12
CS3802,18-Feb-15
CS5115,08-Nov-14
CS3751,22-May-11
CS3180,04-Jul-12
CS5479,15-Jan-14
CS4239,13-Oct-11
CS2925,14-Mar-15
CS1908,18-Apr-14
CS3771,09-Oct-13
CS1572,29-Dec-11
CS3563,04-Jan-15
CS3843,18-Sep-11
CS3879,12-Jan-14
CS3281,24-Apr-13
CS1367,17-Jul-12
CS6050,13-Sep-12
CS5449,06-Dec-13
CS3489,19-Nov-14
CS4051,12-Sep-12
CS2482,29-Oct-14
CS5738,11-Dec-13
CS2137,04-Feb-12
CS1353,26-Dec-12
CS1847,09-Dec-12
CS6100,29-May-11
CS5306,22-Jun-13
CS5522,23-Dec-13
CS1278,15-Nov-11
CS1790,17-Sep-14
CS5783,09-Oct-11
CS5446,05-Mar-14
CS3530,09-Nov-14
CS2940,31-Jul-14
CS4623,08-Feb-13
CS3316,14-Nov-13
CS4176,21-Feb-12
CS4840,18-Jul-11
CS2961,21-Jun-11
CS1900,07-Mar-13
CS2268,30-Dec-13
CS3656,27-Jun-13
CS3455,06-Jul-11
CS2433,30-Nov-14
CS1997,02-Jul-11
CS2592,22-Jun-11
CS1427,16-Jun-11
CS3322,04-Dec-13
CS3808,25-Oct-12
CS2975,27-Jan-13
CS5184,19-Oct-14
CS5055,02-May-12
CS6065,13-Jul-13
CS5884,01-Jun-13
CS3611,11-Dec-11
CS2963,01-Jul-11
CS3735,08-Nov-11
CS1498,29-Oct-13
CS5875,08-May-14
CS6065,14-Jul-12
CS2710,15-Feb-12
CS5827,12-Jun-14
CS1281,28-May-11
CS1728,01-Aug-13
CS4863,24-Feb-14
CS3720,25-Oct-13
CS3658,21-Mar-13
CS4334,24-Jan-14
CS2733,31-Dec-11
CS5290,30-Jul-13
CS2461,23-Jun-13
CS3569,26-Dec-13
CS1909,05-Jul-11
CS4800,04-Sep-11
CS5520,01-Oct-14
CS2866,14-Jan-15
CS3890,02-Jun-11
CS6004,15-Nov-13
CS3003,07-Jul-11
CS4975,26-Apr-12
CS1927,03-Feb-13
CS3136,10-Nov-11
CS5828,30-Jul-14
CS5418,03-Oct-14
CS2805,02-Sep-12
CS2207,10-Feb-15
CS1619,15-Dec-12
CS6044,14-Jul-13
CS4606,27-Feb-12
CS3539,21-May-14
CS4168,18-Feb-14
CS5998,05-Aug-13
CS2790,12-May-14
CS1376,16-Aug-13
CS2011,29-May-11
CS4608,08-Jun-12
CS2905,20-Dec-14
CS1684,14-Jul-13
CS3624,20-Jan-14
CS4448,11-Jun-12
CS1591,24-Nov-13
CS4262,30-Nov-12
CS5335,26-Jul-13
CS4679,20-Nov-11
CS3399,21-Aug-13
CS3295,20-Jun-13
CS3954,17-May-11
CS6055,03-Oct-12
CS5464,08-Mar-12
CS4546,08-Jan-13
CS5726,07-May-14
CS1791,13-Dec-14
CS4700,29-Jul-11
CS1488,22-Aug-14
CS5165,30-Oct-14
CS1832,07-May-14
CS4773,21-May-14
CS2043,23-Jun-12
CS1890,05-Sep-12
CS2881,13-Apr-14
CS1549,27-Nov-12
CS2983,04-Dec-12
CS3897,23-Apr-13
CS5736,12-Jul-14
CS2685,23-Oct-14
CS4001,29-Aug-13
CS1795,20-Jun-13
CS4049,11-Feb-14
CS5802,16-Feb-13
CS5804,30-Dec-13
CS1832,04-Mar-13
CS1486,27-Jul-14
CS4530,30-Nov-14
CS1764,06-Oct-14
CS2089,17-Jul-14
CS3332,25-Aug-12
CS5287,19-Aug-12
CS4555,31-Oct-13
CS1228,20-Oct-13
CS1519,16-Jul-12
CS2037,13-Apr-12
CS2736,12-May-12
CS5733,01-Jan-15
CS5683,22-Jul-14
CS1995,20-Jun-11
CS1784,30-Oct-11
CS4593,09-Sep-13
CS2733,15-Nov-11
CS2152,28-Jan-15
CS4793,04-May-13
CS1912,11-Nov-14
CS2920,01-Oct-11
CS4686,12-Apr-14
CS4544,22-Feb-15
CS2839,04-Apr-13
CS3400,27-Feb-13
CS1797,12-Dec-13
CS3986,28-Jun-14
CS5544,06-Oct-13
CS4459,03-Sep-12
CS3853,26-Jun-14
CS3823,20-May-12
CS2629,28-Nov-12
CS3827,18-Sep-11
CS1940,28-Jun-12
CS3848,03-Jan-12
CS4336,13-Jan-14
CS5545,24-Jun-13
CS3165,26-Oct-12
CS4392,10-Aug-11
CS4656,16-Oct-12
CS5163,08-Mar-15
CS3962,09-Sep-12
CS5289,08-Nov-13
CS1171,10-Oct-12
CS5383,14-Aug-12
CS1234,09-Dec-14
CS1859,30-Mar-13
CS1502,13-Sep-11
CS1518,05-Nov-13
CS1538,16-Nov-13
CS3557,14-Mar-12
CS3482,07-May-13
CS1919,25-Jun-11
CS2105,27-Jan-14
CS2443,24-Mar-14
CS1539,01-Jul-14
CS4561,18-Mar-12
CS1765,06-Nov-13
CS6017,27-May-12
CS3482,12-Sep-11
CS4619,30-Sep-14
CS3032,03-Oct-14
CS1602,18-Feb-15
CS3165,13-Jun-13
CS3822,10-Mar-13
CS3261,18-Apr-12
CS2251,23-May-13
CS5502,07-Feb-15
CS4886,29-Apr-14
CS2660,27-Oct-12
CS3415,16-Feb-15
CS2558,08-Jun-11
CS4009,08-Apr-14
CS5158,21-May-14
CS5038,18-Jun-13
CS4925,17-Jun-11
CS2313,25-Apr-14
CS1432,16-Jul-11
CS1825,24-Aug-12
CS3013,02-Apr-14
CS4304,03-Oct-11
CS3785,20-Aug-14
CS3424,10-Nov-13
CS1631,17-Dec-12
CS2147,19-Nov-14
CS5989,03-Jan-12
CS5937,24-Jul-13
CS5308,22-Aug-11
CS2524,01-Sep-11
CS4126,17-Apr-12
CS5131,22-May-13
CS2230,19-Jan-12
CS2667,23-Oct-14
CS3546,03-Aug-11
CS2382,19-Nov-12
CS5126,27-Jan-15
CS2484,19-May-13
CS1796,01-Aug-14
CS3548,23-Sep-14
CS2409,04-Jun-14
CS2610,02-Jul-11
CS4509,12-Sep-13
CS5463,17-Jun-12
CS5939,13-Jul-13
CS5240,05-Feb-14
CS1252,01-Jul-12
CS2155,03-Aug-12
CS5838,09-Jun-13
CS2610,16-Jan-15
CS3993,09-Aug-14
CS2735,14-Jan-15
CS4170,28-Oct-12
CS4064,01-Feb-14
CS1958,26-May-12
CS2858,05-Oct-11
CS4274,23-Jan-13
CS1293,28-Dec-11
CS3611,13-Feb-15
CS5875,23-Jul-14
CS4219,19-May-11
CS4188,12-Feb-12
CS2820,30-Jun-11
CS2379,02-Apr-14
CS2473,27-Jun-11
CS5302,06-Oct-12
CS5938,24-Aug-13
CS5044,15-Mar-13
CS3124,13-Jan-12
CS4574,28-Aug-11
CS4512,01-Oct-11
CS2080,23-Mar-14
CS4211,09-Aug-12
CS2869,07-Aug-13
CS4809,12-Jun-11
CS2092,20-Aug-13
CS1438,02-Apr-14
CS5202,06-Oct-13
CS2108,13-May-12
CS3355,05-Jan-13
CS2118,20-Dec-13
CS5261,31-Oct-13
CS1962,01-Jun-14
CS1180,04-Apr-14
CS4656,26-Jun-12
CS5384,01-Feb-12
CS4055,27-Oct-12
CS3356,01-Aug-11
CS1267,02-Aug-13
CS5187,02-Jun-12
CS3292,13-Apr-13
CS2690,28-Oct-14
CS6096,07-May-14
CS2862,30-Jun-14
CS4380,23-Nov-14
CS5357,07-Nov-13
CS3889,02-May-13
CS1633,10-Sep-13
CS4140,11-Feb-13
CS1783,14-Jul-11
CS3996,09-Jul-14
CS3163,26-Nov-13
CS2874,28-Mar-12
CS2077,18-Sep-11
CS3953,10-Mar-13
CS2404,21-Jul-11
CS1768,13-Sep-12
CS5438,11-May-14
CS3853,21-Apr-12
CS1570,15-Jun-13
CS5996,23-Dec-11
CS5572,10-Feb-14
CS1602,07-Sep-12
CS2599,16-Jun-11
CS5557,11-Mar-12
CS4411,30-Sep-14
CS5656,10-Sep-13
CS5142,19-Dec-13
CS4890,12-Feb-12
CS4169,09-Jul-12
CS4930,05-Jun-13
CS4572,08-Oct-12
CS5066,12-Mar-12
CS5379,07-Jul-14
CS3588,19-Jun-14
CS1692,09-Apr-13
CS1279,01-Oct-13
CS5912,28-Apr-12
CS3643,16-Sep-12
CS4627,31-Dec-12
CS1256,21-Jan-12
CS3891,16-Sep-13
CS3489,29-Jan-14
CS3088,25-Dec-13
CS5476,07-Feb-15
CS5088,27-Jun-11
CS1492,29-Jul-12
CS1747,26-Mar-14
CS2383,18-Oct-12
CS2420,31-Aug-12
CS5295,20-Jan-14
CS2159,08-Oct-13
CS5268,14-Mar-12
CS5265,11-Apr-14
CS3941,24-Oct-12
CS2289,27-Dec-13
CS5263,12-Sep-14
CS1188,25-Jan-12
CS1271,27-Jul-11
CS1370,15-May-13
CS4453,17-Jun-11
CS4448,15-Mar-15
CS2041,11-Oct-11
CS5263,27-Mar-14
CS2624,25-May-13
CS3143,07-Apr-14
CS5263,05-Nov-13
CS1678,16-Dec-11
CS5755,27-Jan-14
CS1881,21-May-14
CS5529,14-Apr-14
CS5723,08-Nov-12
CS4090,20-Nov-13
CS2961,02-Jun-14
CS2383,16-May-14
CS5494,09-Nov-13
CS1725,05-Jun-11
CS1723,24-Jan-15
CS4677,15-Sep-13
CS3900,19-Apr-13
CS1940,28-May-11
CS2252,16-Feb-13
CS2790,23-Sep-14
CS3254,15-Nov-13
CS3762,27-Aug-11
CS3864,18-Oct-11
CS3414,03-Feb-13
CS1537,23-Jan-14
CS3864,25-Dec-11
CS4472,01-Nov-12
CS5234,11-Mar-13
CS1883,29-Sep-11
CS2704,03-Feb-15
CS3630,16-Jan-13
CS5835,12-Apr-14
CS3379,24-Mar-13
CS1883,29-Jun-11
CS2661,24-Oct-13
CS3062,22-Aug-12
CS4858,30-Apr-14
CS3773,26-Oct-11
CS6082,17-Oct-14
CS3111,08-Jul-14
CS4081,09-Dec-12
CS2231,14-Jan-14
CS5274,31-Jul-14
CS3908,01-Jun-13
CS1566,13-Apr-14
CS1864,08-Jul-11
CS5961,09-Aug-13
CS3862,12-May-14
CS3405,21-Jun-11
CS3952,04-Nov-12
CS4311,25-Jul-13
CS6019,29-Jun-13
CS5948,24-Jan-15
CS5482,10-Aug-11
CS5350,17-Mar-14
CS2455,19-Jan-13
CS3020,06-Mar-15
CS1415,12-Dec-12
CS4496,25-Sep-11
CS3688,13-Feb-14
CS3371,22-Nov-11
CS2555,18-Nov-11
CS2511,03-Feb-12
CS1150,05-Dec-11
CS1998,24-Sep-12
CS5329,09-Apr-14
CS3869,05-Dec-11
CS3615,21-Dec-11
CS5947,15-Aug-13
CS1482,04-May-12
CS4608,30-Dec-13
CS5984,30-Mar-12
CS3060,06-Dec-11
CS3011,03-Jul-13
CS4255,01-Jun-14
CS3316,19-Apr-14
CS1636,28-Oct-14
CS5707,06-Nov-11
CS4642,03-Oct-14
CS1374,11-May-13
CS2907,04-Mar-13
CS5333,10-Nov-12
CS3561,14-Sep-14
CS3951,11-Oct-12
CS4476,30-Apr-12
CS5509,24-Dec-11
CS1697,23-Aug-12
CS1699,25-Feb-14
CS4945,30-Nov-11
CS5687,03-Apr-13
CS5802,24-Jul-12
CS1216,14-Sep-12
CS6014,27-Mar-12
CS3131,23-Aug-14
CS2936,02-Jan-13
CS5461,21-Jul-11
CS1542,30-Dec-12
CS1365,08-Jul-13
CS4981,19-Nov-14
CS4615,30-Jun-13
CS2890,05-Feb-14
CS2485,13-Jan-13
CS5013,01-Nov-14
CS1604,04-Sep-12
CS5679,15-Aug-11
CS3444,23-Jun-14
CS3707,22-Jan-15
CS1171,08-Mar-14
CS3229,28-Mar-12
CS1754,19-Feb-12
CS2541,23-Sep-14
CS5232,18-Dec-14
CS4868,24-Oct-13
CS2472,18-Jun-11
CS2699,27-Sep-11
CS4277,02-Aug-12
CS1296,22-Sep-14
CS5317,16-Sep-11
CS1441,22-Aug-14
CS1730,11-Sep-14
CS2996,23-Aug-12
CS4641,19-Dec-11
CS3471,12-Jul-11
CS2269,27-Jun-12
CS5793,07-Nov-12
CS3432,16-Mar-14
CS3212,12-Sep-13
CS3264,14-Aug-12
CS1518,16-Jul-13
CS4957,08-Oct-14
CS5346,04-Jul-11
CS5463,17-May-11
CS4565,19-Sep-14
CS3496,04-Jul-14
CS3610,16-Jan-15
CS2304,17-Oct-12
CS2610,25-Jul-12
CS2329,20-Nov-11
CS5511,24-Jan-12
CS4284,04-Oct-14
CS2441,09-Jun-12
CS4940,31-May-11
CS3779,30-Jan-14
CS6034,07-Dec-14
CS4351,16-Apr-13
CS4967,01-Apr-12
CS3518,13-Oct-12
CS1816,12-Sep-12
CS1521,03-Sep-14
CS3046,03-Aug-11
CS1784,31-May-11
CS3704,07-Jan-14
CS5384,04-Jun-14
CS4088,10-Mar-15
CS5278,29-Jul-14
CS2386,20-Dec-13
CS1255,21-Dec-11
CS4636,01-Dec-12
CS2398,08-Jul-11
CS2878,12-Sep-14
CS4754,13-Dec-13
CS2312,09-Jun-12
CS2953,14-Sep-11
CS1991,06-Aug-12
CS6090,31-Dec-14
CS1943,22-May-13
CS3193,24-Sep-11
CS2585,08-May-14
CS5231,11-Nov-12
CS3286,28-Apr-12
CS5647,12-Oct-13
CS2992,06-Dec-12
CS2314,03-Aug-12
CS2864,25-May-13
CS3632,23-Mar-14
CS3913,10-Oct-13
CS5897,27-Jun-11
CS3315,13-Oct-12
CS3476,12-Aug-11
CS4128,28-May-12
CS4830,16-Mar-13
CS1582,23-Sep-11
CS4012,15-Jul-11
CS5840,01-Feb-12
CS5491,20-Jul-14
CS3151,26-Jul-11
CS4303,17-Aug-12
CS2922,29-Jan-15
CS5972,12-Mar-15
CS3436,23-Nov-14
CS4689,29-Jan-14
CS2537,07-Jun-14
CS2856,31-Oct-12
CS5699,20-May-13
CS1765,22-Dec-14
CS1547,21-Jan-15
CS3926,25-Sep-11
CS1607,15-May-14
CS3608,03-Apr-13
CS1922,24-Dec-12
CS1466,04-Jan-13
CS5978,20-Dec-13
CS3904,22-Aug-14
CS4713,09-Jul-14
CS4824,27-Sep-14
CS5626,07-Dec-12
CS3876,30-Nov-13
CS3389,16-Oct-12
CS5835,23-Jun-12
CS2385,20-Jan-13
CS5985,28-Aug-14
CS2347,23-Jul-14
CS1677,13-Feb-14
CS3938,06-May-13
CS3871,30-Apr-12
CS4640,23-Apr-13
CS3229,04-Dec-14
CS1896,26-Sep-14
CS5083,17-Oct-11
CS1260,02-Apr-14
CS5495,04-Mar-12
CS4625,04-Oct-14
CS5439,16-Jun-14
CS5174,12-Jan-15
CS5920,11-Nov-12
CS4680,18-Aug-12
CS3061,06-May-14
CS1499,14-Apr-14
CS5354,03-Dec-12
CS2786,20-Feb-15
CS4487,20-Jan-12
CS2769,03-Mar-15
CS2066,23-Nov-12
CS3944,24-Jan-15
CS1591,12-Aug-11
CS4957,18-Aug-13
CS6056,15-Jul-14
CS4136,06-Nov-11
CS4563,31-Dec-14
CS1991,03-Aug-12
CS3769,04-Feb-12
CS1209,08-Jun-13
CS4871,07-Feb-15
CS2101,05-Sep-11
CS5170,25-Jun-12
CS4208,05-Oct-11
CS2796,27-Jun-12
CS4184,05-Jun-13
CS4308,21-Jan-12
CS1212,07-Jun-11
CS4755,19-Nov-12
CS5969,13-Sep-13
CS3465,27-Jun-14
CS5211,19-May-12
CS5978,14-Aug-11
CS6086,30-Oct-13
CS2601,12-Jul-13
CS5480,01-Jul-12
CS1223,10-Mar-14
CS2848,28-Apr-14
CS3975,21-Mar-12
CS3733,04-Nov-11
CS3053,12-Jun-13
CS1235,27-Sep-12
CS1763,16-Dec-13
CS3001,21-Sep-13
CS5592,16-Apr-13
CS4678,24-Jun-14
CS2538,23-Oct-11
CS1647,01-Feb-12
CS2731,06-Nov-14
CS1622,22-Jul-14
CS4086,14-Mar-12
CS3921,18-Apr-13
CS3975,08-Sep-13
CS2357,15-Mar-15
CS2735,21-Nov-13
CS4858,29-Mar-12
CS4978,08-Aug-12
CS5351,29-Nov-13
CS4081,02-Sep-13
CS3026,20-Jan-15
CS3476,05-Feb-13
CS2123,24-Jun-11
CS1632,26-Dec-14
CS6108,07-Sep-11
CS3983,03-Mar-15
CS1975,24-May-12
CS5074,20-Dec-14
CS2757,17-Nov-14
CS5492,22-Jun-12
CS3190,23-Jul-12
CS1241,16-Feb-14
CS5607,21-May-14
CS1525,25-Sep-14
CS5565,13-Apr-12
CS3524,27-May-13
CS1980,14-Dec-12
CS4697,09-Feb-15
CS4744,09-Nov-11
CS3421,15-Apr-13
CS3265,02-Nov-13
CS1410,04-May-14
CS3020,13-Nov-11
CS4658,16-Aug-12
CS1814,27-Aug-11
CS1940,29-Apr-14
CS3440,04-May-14
CS3907,18-Nov-12
CS4877,22-May-11
CS4609,30-Jan-14
CS1892,04-Jun-14
CS4580,01-Mar-12
CS5460,02-Sep-14
CS1838,13-Jul-12
CS2443,03-Jun-14
CS2974,18-Jul-11
CS4589,09-Sep-12
CS2658,08-Oct-13
CS4666,06-Jun-13
CS5674,02-Apr-13
CS4238,09-Oct-11
CS4012,28-Mar-12
CS3504,23-Oct-13
CS4224,01-Sep-14
CS5804,01-Jul-14
CS3490,24-Aug-14
CS1275,04-Nov-14
CS2609,10-Apr-14
CS5630,28-Sep-11
CS2490,06-May-13
CS1772,03-Jun-13
CS4819,10-Dec-13
CS4300,29-Nov-12
CS4528,18-Sep-14
CS3954,06-Feb-15
CS4436,08-Jun-13
CS2945,26-Jul-14
CS3350,07-Jul-13
CS1745,23-May-11
CS4923,22-Nov-12
CS1659,09-Jul-13
CS2588,16-Nov-12
CS4765,10-Oct-11
CS2111,03-Sep-13
CS4947,18-Jul-13
CS6100,15-Jan-14
CS3163,15-Dec-11
CS1315,08-Dec-13
CS3923,13-Dec-13
CS1954,11-Jun-12
CS1978,31-Aug-12
CS2817,08-Jan-15
CS5009,17-Sep-12
CS1773,30-Apr-12
CS2506,29-Apr-12
CS1495,15-Sep-13
CS5505,09-Sep-14
CS2961,17-Jul-13
CS3584,22-Feb-15
CS2905,17-Feb-14
CS5028,08-May-13
CS5397,25-Mar-13
CS2724,03-Jun-13
CS2967,27-Dec-13
CS5242,21-Dec-11
CS1889,27-Feb-15
CS1591,20-Apr-14
CS3470,07-Dec-12
CS6003,20-Jul-11
CS5301,04-Mar-12
CS3511,15-Jan-13
CS1586,18-Jul-11
CS3994,30-Jan-14
CS5945,26-Jun-12
CS4457,18-Dec-11
CS6033,18-Mar-13
CS6108,18-Jun-12
CS4395,11-Aug-14
CS2888,09-Jan-12
CS5995,06-Jul-13
CS2904,21-Sep-13
CS4685,19-Feb-14
CS1367,01-Jul-13
CS1732,08-Jan-14
CS5326,21-Nov-14
CS3925,15-Jul-12
CS1781,15-Dec-12
CS2787,06-Mar-15
CS2603,11-Apr-14
CS1194,20-Jan-13
CS1362,19-Dec-14
CS5795,02-Jun-11
CS2181,28-Feb-14
CS3382,10-Sep-12
CS3941,17-Jun-13
CS5654,14-Apr-12
CS4089,08-Dec-13
CS3706,07-Jul-14
CS5388,28-Dec-13
CS3790,17-Feb-13
CS4833,16-Mar-13
CS4413,05-Mar-15
CS4001,31-May-11
CS4579,29-Aug-14
CS3576,12-Jul-13
CS5732,19-Jan-13
CS5872,25-Jan-15
CS5906,24-Sep-12
CS5918,03-Nov-12
CS5208,17-Nov-12
CS5426,26-Dec-12
CS3230,04-Oct-13
CS2856,16-Oct-13
CS1547,12-Dec-11
CS5636,13-Oct-13
CS4241,29-Dec-11
CS3934,10-Nov-14
CS5885,22-Nov-12
CS4662,30-Apr-13
CS3185,12-Jun-11
CS5519,18-Apr-13
CS3421,12-Feb-13
CS2855,20-Jul-14
CS2687,10-Jan-14
CS5395,19-Oct-14
CS5946,10-May-12
CS3348,14-Jan-13
CS3751,03-Sep-14
CS3429,02-Sep-13
CS2506,20-Jan-15
CS1809,29-May-11
CS4900,24-Oct-11
CS5653,06-Aug-12
CS3884,23-Jun-12
CS1597,20-Aug-12
CS3883,29-Apr-13
CS5661,27-Sep-11
CS1805,24-Sep-12
CS5757,30-Nov-11
CS1949,20-Jun-12
CS2625,03-Sep-12
CS5326,25-Apr-12
CS4269,31-Oct-13
CS1648,23-Jan-14
CS5950,20-Jan-13
CS2804,28-Dec-11
CS3362,03-Nov-12
CS4658,03-Jul-11
CS3177,30-Nov-13
CS2481,09-Dec-12
CS2081,03-Mar-14
CS2622,06-Dec-12
CS1903,09-Sep-11
CS2284,14-Aug-12
CS4068,04-Aug-13
CS2379,30-Dec-13
CS5659,24-Feb-14
CS6087,26-Dec-12
CS5922,25-Sep-13
CS2071,28-Oct-14
CS1876,16-Aug-12
CS3660,26-Feb-14
CS2903,09-Sep-14
CS5585,11-Dec-13
CS1582,28-Aug-13
CS4543,08-Aug-12
CS2530,21-Mar-12
CS2536,10-Sep-14
CS3666,04-Jun-11
CS5917,16-Jun-13
CS3686,06-Nov-11
CS5443,12-Mar-12
CS4048,20-Oct-12
CS1700,14-Sep-11
CS4840,20-Jun-11
CS4517,17-Apr-12
CS3314,10-Sep-11
CS4684,31-May-14
CS5353,09-Oct-14
CS1261,18-Feb-12
CS1500,04-Apr-14
CS4012,11-Jan-15
CS2134,24-Jan-14
CS4533,07-Nov-14
CS2224,10-Oct-13
CS3265,08-Jul-11
CS2027,13-Mar-15
CS5705,16-Sep-12
CS4267,02-Jan-15
CS1800,28-Oct-13
CS4421,06-Mar-12
CS6016,05-Oct-11
CS4915,01-Jul-14
CS5472,02-Aug-14
CS4970,25-Sep-11
CS4484,14-Oct-13
CS2660,03-Dec-13
CS2022,03-Jun-13
CS5720,28-Aug-13
CS5789,15-Mar-12
